web-scraper-start-url,title,author,image-src,Year,URL-href
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The Regulators,Stephen King,//covers.openlibrary.org/b/olid/OL28287212M-M.jpg,First published in 1996,https://openlibrary.org/works/OL2794740W?edition=ia%3Aregulators0000bach
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Origin,Dan Brown,//covers.openlibrary.org/b/olid/OL33933503M-M.jpg,First published in 2014,https://openlibrary.org/works/OL17878702W?edition=ia%3Aoriginnovel0000brow_r3e3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The House of Thunder,Dean Koontz,//covers.openlibrary.org/b/olid/OL17118347M-M.jpg,First published in 1982,https://openlibrary.org/works/OL263279W?edition=ia%3Ahouseofthunder0000nich
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The lion's game,Nelson DeMille,//covers.openlibrary.org/b/olid/OL12806240M-M.jpg,First published in 1971,https://openlibrary.org/works/OL22911W?edition=ia%3Ahetspelvandeleeu0000demi
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,By the Rivers of Babylon,Nelson DeMille,//covers.openlibrary.org/b/olid/OL26330498M-M.jpg,First published in 1978,https://openlibrary.org/works/OL22909W?edition=ia%3Abyriversofbabylo00dem_3b8
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Tarnsman of Gor,John Norman,//covers.openlibrary.org/b/olid/OL28297847M-M.jpg,First published in 1966,https://openlibrary.org/works/OL172996W?edition=ia%3Atarnsmanofgorrep0000norm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,Midnight,Dean Koontz,//covers.openlibrary.org/b/olid/OL28952239M-M.jpg,First published in 1989,https://openlibrary.org/works/OL497093W?edition=ia%3Amidnight0000koon_x3k7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The ministry of fear: an entertainment,Graham Greene,//covers.openlibrary.org/b/olid/OL22468502M-M.jpg,First published in 1943,https://openlibrary.org/works/OL106072W?edition=ia%3Aministryoffearen0000gree
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The fortunate pilgrim,Mario Puzo,//covers.openlibrary.org/b/olid/OL22827460M-M.jpg,First published in 1964,https://openlibrary.org/works/OL1673262W?edition=ia%3Afortunatepilgrim0000puzo
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=9,The Husband,Dean Koontz,//covers.openlibrary.org/b/olid/OL39483440M-M.jpg,First published in 2006,https://openlibrary.org/works/OL263251W?edition=ia%3Ahusband0000koon_r2p9
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Inés del alma mía,Isabel Allende,//covers.openlibrary.org/b/olid/OL7264584M-M.jpg,First published in 2006,https://openlibrary.org/works/OL1905356W?edition=ia%3Ainesofmysoul0000alle
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,The Appeal,John Grisham,//covers.openlibrary.org/b/olid/OL35674669M-M.jpg,First published in 2008,https://openlibrary.org/works/OL76959W?edition=ia%3Aappeal0000gris_y0e0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Total control,David Baldacci,//covers.openlibrary.org/b/olid/OL7721271M-M.jpg,First published in 1996,https://openlibrary.org/works/OL41255W?edition=ia%3Atotalcontrol0000bald_g8v3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Night Fall,Nelson DeMille,//covers.openlibrary.org/b/olid/OL9469748M-M.jpg,First published in 2001,https://openlibrary.org/works/OL22914W?edition=ia%3Anightfallnovel0000demi
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,The Looking Glass War,John le Carré,//covers.openlibrary.org/b/olid/OL5948252M-M.jpg,First published in 1965,https://openlibrary.org/works/OL15723138W?edition=ia%3Alookingglasswar0000leca
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,The Passage,Justin Cronin,//covers.openlibrary.org/b/olid/OL27686823M-M.jpg,First published in 2010,https://openlibrary.org/works/OL15168588W?edition=ia%3Apassage0000cron
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Tell No One,Harlan Coben,//covers.openlibrary.org/b/olid/OL3944140M-M.jpg,First published in 2000,https://openlibrary.org/works/OL79338W?edition=ia%3Atellnoone0000cobe_g8l1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Hour Game,David Baldacci,//covers.openlibrary.org/b/olid/OL35328976M-M.jpg,First published in 2004,https://openlibrary.org/works/OL41245W?edition=ia%3Ahetuurvandezonde0000bald
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Servant of the Bones,Anne Rice,//covers.openlibrary.org/b/olid/OL13400074M-M.jpg,First published in 1996,https://openlibrary.org/works/OL77825W?edition=ia%3Aoservodosossos00anne
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Bloodline.,Sidney Sheldon,//covers.openlibrary.org/b/olid/OL24201878M-M.jpg,First published in 1977,https://openlibrary.org/works/OL1881636W?edition=ia%3Abloodline00shel
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Absolute friends,John le Carré,//covers.openlibrary.org/b/olid/OL31911556M-M.jpg,First published in 2003,https://openlibrary.org/works/OL29763W?edition=ia%3Aamiciassoluti0000leca
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,The Winner,David Baldacci,//covers.openlibrary.org/b/olid/OL38581000M-M.jpg,First published in 1997,https://openlibrary.org/works/OL41244W?edition=ia%3Adieversuchungrom0000bald
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,The Ipcress File,Len Deighton,//covers.openlibrary.org/b/olid/OL10683240M-M.jpg,First published in 1901,https://openlibrary.org/works/OL2425041W?edition=ia%3Aipcressfile00lend
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Edge of Eternity,Ken Follett,//covers.openlibrary.org/b/olid/OL37013107M-M.jpg,First published in 2014,https://openlibrary.org/works/OL17055743W?edition=ia%3Akinderderfreihei0000foll
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Seize the Night,Dean Koontz,//covers.openlibrary.org/b/olid/OL28951245M-M.jpg,First published in 1998,https://openlibrary.org/works/OL263253W?edition=ia%3Aseizenight0000koon
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,"Sight for Sore Eyes, A",Ruth Rendell,//covers.openlibrary.org/b/olid/OL7314388M-M.jpg,First published in 1998,https://openlibrary.org/works/OL12106W?edition=ia%3Asightforsoreeyes0000rend_w4s2
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Next,Michael Crichton,//covers.openlibrary.org/b/olid/OL33896834M-M.jpg,First published in 2006,https://openlibrary.org/works/OL46904W?edition=ia%3Anextnovel0000cric
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,The Third Twin,Ken Follett,//covers.openlibrary.org/b/olid/OL10554259M-M.jpg,First published in 1996,https://openlibrary.org/works/OL1914082W?edition=ia%3Athirdtwin0000foll_s5z9
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Mr. Mercedes,Stephen King,//covers.openlibrary.org/b/olid/OL35323628M-M.jpg,First published in 2014,https://openlibrary.org/works/OL16820059W?edition=ia%3Amrmercedes0000king_n4w7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=8,Honest Illusions,Nora Roberts,//covers.openlibrary.org/b/olid/OL26758223M-M.jpg,First published in 1992,https://openlibrary.org/works/OL111500W?edition=ia%3Ahonestillusions0000robe_w3m5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Where are the children?,Mary Higgins Clark,//covers.openlibrary.org/b/olid/OL16123400M-M.jpg,First published in 1975,https://openlibrary.org/works/OL12992W?edition=ia%3Awherearechildren0000clar_z4p9
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,The Devil Doctor,Sax Rohmer,//covers.openlibrary.org/b/olid/OL24197241M-M.jpg,First published in 1916,https://openlibrary.org/works/OL2288670W?edition=ia%3Areturnofdrfumanc00rohm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Tarzan the Terrible,Edgar Rice Burroughs,//covers.openlibrary.org/b/olid/OL7101523M-M.jpg,First published in 1921,https://openlibrary.org/works/OL1418245W?edition=ia%3Atarzanterrible00burruoft
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,South Wind,Norman Douglas,//covers.openlibrary.org/b/olid/OL6599471M-M.jpg,First published in 1917,https://openlibrary.org/works/OL3335414W?edition=ia%3Asouthwind00dougrich
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Our man in Havana: an entertainment,Graham Greene,//covers.openlibrary.org/b/olid/OL21389598M-M.jpg,First published in 1958,https://openlibrary.org/works/OL106074W?edition=ia%3Aourmaninhavanaen00gree
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Black House,Stephen King,//covers.openlibrary.org/b/olid/OL33991542M-M.jpg,First published in 2001,https://openlibrary.org/works/OL15119768W?edition=ia%3Ablackhousenovel0000king_f2v5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,The Sicilian,Mario Puzo,//covers.openlibrary.org/b/olid/OL31525682M-M.jpg,First published in 1983,https://openlibrary.org/works/OL1673260W?edition=ia%3Asiciliannovelpuz00puzo
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Tales of Terror and Mystery,null,//covers.openlibrary.org/b/olid/OL24221283M-M.jpg,First published in 1963,https://openlibrary.org/works/OL262586W?edition=ia%3Atalesofterrormys00doyl
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Clear and Present Danger,Tom Clancy,//covers.openlibrary.org/b/olid/OL24764001M-M.jpg,First published in 1989,https://openlibrary.org/works/OL448924W?edition=ia%3Aclearpresentdang1989clan
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,The Vampire Lestat,Anne Rice,//covers.openlibrary.org/b/olid/OL35717198M-M.jpg,First published in 1986,https://openlibrary.org/works/OL77813W?edition=ia%3Avampirelestat0000rice
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,The general's daughter,Nelson DeMille,//covers.openlibrary.org/b/olid/OL1567051M-M.jpg,First published in 1992,https://openlibrary.org/works/OL22913W?edition=ia%3Ageneralsdaughter1992demi
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Mördare utan ansikte,Henning Mankell,//covers.openlibrary.org/b/olid/OL32749463M-M.jpg,First published in 1993,https://openlibrary.org/works/OL158674W?edition=ia%3Amorderohnegesich0000mank_l4z5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Brat Farrar,Josephine Tey,//covers.openlibrary.org/b/olid/OL24203773M-M.jpg,First published in 1949,https://openlibrary.org/works/OL80945W?edition=ia%3Acomekillme00teyj
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Everything's Eventual: 14 Dark Tales,Stephen King,//covers.openlibrary.org/b/olid/OL32047806M-M.jpg,First published in 2002,https://openlibrary.org/works/OL81584W?edition=ia%3Aeverythingsevent0000king_m1u3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Hearts in Atlantis,Stephen King,//covers.openlibrary.org/b/olid/OL28860082M-M.jpg,First published in 1998,https://openlibrary.org/works/OL81624W?edition=ia%3Aheartsinatlantis0000king_q9p8
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Wizard and Glass,Stephen King,//covers.openlibrary.org/b/olid/OL670095M-M.jpg,First published in 1997,https://openlibrary.org/works/OL81615W?edition=ia%3Awizardglass00king
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Phantoms,Dean Koontz,//covers.openlibrary.org/b/olid/OL24629848M-M.jpg,First published in 1983,https://openlibrary.org/works/OL263259W?edition=ia%3Aphantoms2051222koon
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Huntingtower,John Buchan,//covers.openlibrary.org/b/olid/OL7156541M-M.jpg,First published in 1910,https://openlibrary.org/works/OL76597W?edition=ia%3Ahuntingtower00buchuoft
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,The Night Manager,John le Carré,//covers.openlibrary.org/b/olid/OL10624720M-M.jpg,First published in 1993,https://openlibrary.org/works/OL181821W?edition=ia%3Anightmanageruk00john
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=7,Rose Madder,Stephen King,//covers.openlibrary.org/b/olid/OL28756363M-M.jpg,First published in 1995,https://openlibrary.org/works/OL81614W?edition=ia%3Adasbildrosemadde0000king
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,If There Be Thorns,V. C. Andrews,//covers.openlibrary.org/b/olid/OL7257974M-M.jpg,First published in 1981,https://openlibrary.org/works/OL134891W?edition=ia%3Aiftherebethorns0000unse
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Hannibal,Thomas Harris,//covers.openlibrary.org/b/olid/OL32014250M-M.jpg,First published in 1999,https://openlibrary.org/works/OL23478W?edition=ia%3Ahannibal0000harr_d3y5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,The Waste Lands,Stephen King,//covers.openlibrary.org/b/olid/OL1317145M-M.jpg,First published in 1991,https://openlibrary.org/works/OL81625W?edition=ia%3Awastelandsthedar00step
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,The Centaur,Algernon Blackwood,//covers.openlibrary.org/b/olid/OL7246383M-M.jpg,First published in 1911,https://openlibrary.org/works/OL2700650W?edition=ia%3Acentaurthe00blacuoft
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Gone Girl,Gillian Flynn,//covers.openlibrary.org/b/olid/OL28866264M-M.jpg,First published in 2011,https://openlibrary.org/works/OL16239762W?edition=ia%3Akongzhi0000flyn
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,The simple truth,David Baldacci,//covers.openlibrary.org/b/olid/OL32847399M-M.jpg,First published in 1998,https://openlibrary.org/works/OL41252W?edition=ia%3Asimpletruth0000bald_y6z0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Congo,Michael Crichton,//covers.openlibrary.org/b/olid/OL31885320M-M.jpg,First published in 1980,https://openlibrary.org/works/OL46913W?edition=ia%3Acongo0000cric_d7m2
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,The Human Factor,Graham Greene,//covers.openlibrary.org/b/olid/OL4728185M-M.jpg,First published in 1978,https://openlibrary.org/works/OL106078W?edition=ia%3Ahumanfactor0000gree_e6m3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Last Man Standing,David Baldacci,//covers.openlibrary.org/b/olid/OL28347905M-M.jpg,First published in 2001,https://openlibrary.org/works/OL41254W?edition=ia%3Alastmanstanding0000bald
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,The Sum of All Fears,Tom Clancy,//covers.openlibrary.org/b/olid/OL1534115M-M.jpg,First published in 1991,https://openlibrary.org/works/OL448878W?edition=ia%3Asumofallfears00clanrich
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,A Case of Need,Michael Crichton,//covers.openlibrary.org/b/olid/OL35663540M-M.jpg,First published in 1968,https://openlibrary.org/works/OL46903W?edition=ia%3Acaseofneed0000unse_h3x8
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Brood of the Witch-Queen,Sax Rohmer,//covers.openlibrary.org/b/olid/OL6671163M-M.jpg,First published in 1924,https://openlibrary.org/works/OL2288676W?edition=ia%3Abroodofwitchquee00rohm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Gorky Park,Martin Cruz Smith,//covers.openlibrary.org/b/olid/OL18353464M-M.jpg,First published in 1981,https://openlibrary.org/works/OL874073W?edition=ia%3Agorkypark0000smit_g4j4
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Thinner,Stephen King,//covers.openlibrary.org/b/olid/OL30771049M-M.jpg,First published in 1984,https://openlibrary.org/works/OL149210W?edition=ia%3Athinner0000bach
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Malice,Danielle Steel,//covers.openlibrary.org/b/olid/OL22959306M-M.jpg,First published in 1996,https://openlibrary.org/works/OL19779W?edition=ia%3Amalicia00stee
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Shall we tell the President?,Jeffrey Archer,//covers.openlibrary.org/b/olid/OL27592063M-M.jpg,First published in 1977,https://openlibrary.org/works/OL1807092W?edition=ia%3Ashallwetellpresi0000arch_h9x0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Presumed Innocent,Scott Turow,//covers.openlibrary.org/b/olid/OL24738510M-M.jpg,First published in 1987,https://openlibrary.org/works/OL26909W?edition=ia%3Apresumedinnocent00turo
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Bag of Bones,Stephen King,//covers.openlibrary.org/b/olid/OL34028033M-M.jpg,First published in 1998,https://openlibrary.org/works/OL81609W?edition=ia%3Asacdosroman0000king_w8w7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,A dangerous fortune,Ken Follett,//covers.openlibrary.org/b/olid/OL37042672M-M.jpg,First published in 1993,https://openlibrary.org/works/OL1914077W?edition=ia%3Adangerousfortune0000foll_r6p7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=6,Ashenden,W. Somerset Maugham,//covers.openlibrary.org/b/olid/OL24744825M-M.jpg,First published in 1928,https://openlibrary.org/works/OL505651W?edition=ia%3Aashendenorbritis00maug
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,N or M?,Agatha Christie,//covers.openlibrary.org/b/olid/OL14991564M-M.jpg,First published in 1941,https://openlibrary.org/works/OL472130W?edition=ia%3Anorm0000chri_j3s9
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Mutiny of the Elsinore,Jack London,//covers.openlibrary.org/b/olid/OL32116218M-M.jpg,First published in 1914,https://openlibrary.org/works/OL15301659W?edition=ia%3Aunset0000unse_q1k9
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Summons,John Grisham,//covers.openlibrary.org/b/olid/OL32236654M-M.jpg,First published in 2002,https://openlibrary.org/works/OL77016W?edition=ia%3Asummons0000gris_a0s2
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Partners in Crime,Agatha Christie,//covers.openlibrary.org/b/olid/OL24216274M-M.jpg,First published in 1963,https://openlibrary.org/works/OL472156W?edition=ia%3Apartnersincrime00chri
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Intensity,Dean Koontz,//covers.openlibrary.org/b/olid/OL8865813M-M.jpg,First published in 1987,https://openlibrary.org/works/OL263301W?edition=ia%3Aintensite0000koon
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Monk,Matthew Gregory Lewis,//covers.openlibrary.org/b/olid/OL13499003M-M.jpg,First published in 1794,https://openlibrary.org/works/OL15220454W?edition=ia%3Amonkromance02lewirich
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Evil Genius. A Domestis Story,Wilkie Collins,//covers.openlibrary.org/b/olid/OL23638491M-M.jpg,First published in 1800,https://openlibrary.org/works/OL176021W?edition=ia%3Aevilgeniusdomest01coll
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Andromeda Strain,Michael Crichton,//covers.openlibrary.org/b/olid/OL39479387M-M.jpg,First published in 1969,https://openlibrary.org/works/OL46909W?edition=ia%3Aandromedastrain0000mich
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,"Not a Penny More, Not a Penny Less",Jeffrey Archer,//covers.openlibrary.org/b/olid/OL21308980M-M.jpg,First published in 1974,https://openlibrary.org/works/OL1807075W?edition=ia%3Anotpennymorenotp0000arch_e4i0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Inferno,Dan Brown,//covers.openlibrary.org/b/olid/OL25428412M-M.jpg,First published in 2013,https://openlibrary.org/works/OL16804289W?edition=ia%3Ainferno00brow0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Golden Scorpion,Sax Rohmer,//covers.openlibrary.org/b/olid/OL24197379M-M.jpg,First published in 1919,https://openlibrary.org/works/OL2288681W?edition=ia%3Agoldenscorpion00rohm
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Brethren,John Grisham,//covers.openlibrary.org/b/olid/OL32776721M-M.jpg,First published in 2000,https://openlibrary.org/works/OL76980W?edition=ia%3Akardesler0000gris
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The confidential agent: an entertainment,Graham Greene,//covers.openlibrary.org/b/olid/OL24371691M-M.jpg,First published in 1939,https://openlibrary.org/works/OL106076W?edition=ia%3Aconfidentialagen00gree
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Blind love,Wilkie Collins,//covers.openlibrary.org/b/olid/OL24142170M-M.jpg,First published in 1889,https://openlibrary.org/works/OL176062W?edition=ia%3Acihm_26965
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,State of Fear,Michael Crichton,//covers.openlibrary.org/b/olid/OL31885425M-M.jpg,First published in 2004,https://openlibrary.org/works/OL46914W?edition=ia%3Astateoffearnovel0000cric_s2q4
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Split Second,David Baldacci,//covers.openlibrary.org/b/olid/OL28959137M-M.jpg,First published in 2003,https://openlibrary.org/works/OL41246W?edition=ia%3Asplitsecond0000bald
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Absolute Power,David Baldacci,//covers.openlibrary.org/b/olid/OL37745897M-M.jpg,First published in 1995,https://openlibrary.org/works/OL41258W?edition=ia%3Aisbn_9782286084448
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Modesty Blaise,Peter O'Donnell,//covers.openlibrary.org/b/olid/OL23066773M-M.jpg,First published in 1965,https://openlibrary.org/works/OL3021337W?edition=ia%3Amodestyblaisebla0000odon
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,The Eyes of the Dragon,Stephen King,//covers.openlibrary.org/b/olid/OL31912639M-M.jpg,First published in 1959,https://openlibrary.org/works/OL81602W?edition=ia%3Aeyesofdragon0000king_f3q3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=5,Jaws,Peter Benchley,//covers.openlibrary.org/b/olid/OL37849267M-M.jpg,First published in 1973,https://openlibrary.org/works/OL3454854W?edition=ia%3Atiburon0000benc
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Ordeal by Innocence,Agatha Christie,//covers.openlibrary.org/b/olid/OL16354463M-M.jpg,First published in 1958,https://openlibrary.org/works/OL472145W?edition=ia%3Atemoinindesirabl0000chri_c3w6
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Nightmare Abbey,Thomas Love Peacock,//covers.openlibrary.org/b/olid/OL24174895M-M.jpg,First published in 1818,https://openlibrary.org/works/OL2713465W?edition=ia%3Acu31924013534163
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Kane & Abel,Jeffrey Archer,//covers.openlibrary.org/b/olid/OL38586365M-M.jpg,First published in 1979,https://openlibrary.org/works/OL1807144W?edition=ia%3Akaneabel0000jeff
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Retrato en sepia,Isabel Allende,//covers.openlibrary.org/b/olid/OL32134444M-M.jpg,First published in 2000,https://openlibrary.org/works/OL1905303W?edition=ia%3Aportraitsepia0000alle
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,The Circular Staircase,Mary Roberts Rinehart,//covers.openlibrary.org/b/olid/OL24152130M-M.jpg,First published in 1908,https://openlibrary.org/works/OL137396W?edition=ia%3Acu31924012926055
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Airframe,Michael Crichton,//covers.openlibrary.org/b/olid/OL39479400M-M.jpg,First published in 1996,https://openlibrary.org/works/OL46908W?edition=ia%3Aairframe0000cric_t6u5
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,The green rust,Edgar Wallace,//covers.openlibrary.org/b/olid/OL7025672M-M.jpg,First published in 1910,https://openlibrary.org/works/OL1518056W?edition=ia%3Agreenrust00walliala
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,The Martian,Andy Weir,//covers.openlibrary.org/b/olid/OL32815550M-M.jpg,First published in 2011,https://openlibrary.org/works/OL17091839W?edition=ia%3Amartiannovel0000weir_k2e9
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Revenge!,Robert Barr,//covers.openlibrary.org/b/olid/OL33208210M-M.jpg,First published in 1896,https://openlibrary.org/works/OL1796948W?edition=ia%3Arevenge0000barr
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Saving Faith,David Baldacci,//covers.openlibrary.org/b/olid/OL37746066M-M.jpg,First published in 1999,https://openlibrary.org/works/OL41259W?edition=ia%3Asavingfaith0000bald_d2t7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,The Testament,John Grisham,//covers.openlibrary.org/b/olid/OL32776507M-M.jpg,First published in 1999,https://openlibrary.org/works/OL76974W?edition=ia%3Atestament0000gris_q6j4
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,The riddle of the sands,Robert Erskine Childers,//covers.openlibrary.org/b/olid/OL22377610M-M.jpg,First published in 1903,https://openlibrary.org/works/OL23803W?edition=ia%3Ariddleofsandsrec0000chil_k4y7
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Busman's honeymoon: A love story with detective interruptions,Dorothy L. Sayers,//archive.org/services/img/busmanshoneymoon00saye_1,First published in 1937,https://openlibrary.org/works/OL2234807W?edition=ia%3Abusmanshoneymoon00saye_1
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,La Nuit,Elie Wiesel,//covers.openlibrary.org/b/olid/OL21798403M-M.jpg,First published in 1955,https://openlibrary.org/works/OL14856842W?edition=ia%3Alanuit0000wies
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,The Street Lawyer,John Grisham,//covers.openlibrary.org/b/olid/OL23247701M-M.jpg,First published in 1989,https://openlibrary.org/works/OL77014W?edition=ia%3Astreetlawyer0000gris_s7q3
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,A Painted House,John Grisham,//covers.openlibrary.org/b/olid/OL35716893M-M.jpg,First published in 2000,https://openlibrary.org/works/OL76991W?edition=ia%3Apaintedhousenove0000gris_k5c0
https://openlibrary.org/search?subject=Fiction%2C+thrillers%2C+general&page=4,Red Dragon,Thomas Harris,//covers.openlibrary.org/b/olid/OL4262888M-M.jpg,First published in 1981,https://openlibrary.org/works/OL23480W?edition=ia%3Areddragon0000harr
